"date","cases","hospitalization","deaths","positivetests","hospital_intake_rivm","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","IC_Cumulative","Hospital_Currently","IC_Deaths_Cumulative","IC_Discharge_Cumulative","IC_Discharge_InHospital","Hospital_Cumulative","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum","new.infection","corrections.cases","net.infection","new.hospitals","corrections.hospitals","net.hospitals","new.deaths","corrections.deaths","net.deaths","positive_7daverage","infections.today.nursery","infections.total.nursery","deaths.today.nursery","deaths.total.nursery","mutations.locations.nursery","total.current.locations.nursery","values.tested_total","values.infected","values.infected_percentage","pos.rate.3d.avg","IC_Bedden_COVID","IC_Bedden_Non_COVID","Kliniek_Bedden","IC_Nieuwe_Opnames_COVID","Kliniek_Nieuwe_Opnames_COVID","Totaal_bezetting","IC_Opnames_7d","Kliniek_Opnames_7d","Totaal_opnames","Totaal_opnames_7d","Totaal_IC","IC_opnames_14d","Kliniek_opnames_14d","OMT_Check_IC","OMT_Check_Kliniek"
2021-03-07,1120075,24656,15833,4526,78,155,4,35,0,574,76,9011,1259,2562,5501,259,42387,159,35,3202,127,8872,4567,-41,4526,79,-1,78,30,0,30,4540,44,39949,14,8224,-4,340,47101,3822,8.11447739963058,8.2,545,431,1306,39,139,1851,39.4285714285714,173.857142857143,178,213.285714285714,976,27.4285714285714,171.285714285714,144,102
2021-03-08,1123909,24719,15859,3834,63,225,9,44,0,599,77,9055,1378,2571,5528,265,42583,234,44,3211,127,8916,3924,-90,3834,63,0,63,26,0,26,4554,22,39971,8,8232,-2,332,65012,4440,6.82950839844952,7.6,558,457,1347,33,147,1905,39.8571428571429,174.142857142857,180,214,1015,26.4285714285714,174.571428571429,151,100
2021-03-09,1128202,24813,15917,4293,94,185,8,34,0,589,78,9089,1376,2575,5566,255,42752,193,34,3219,127,8950,4333,-40,4293,94,0,94,58,0,58,4597,40,40011,28,8260,-3,326,69389,4884,7.0385796019542,7.2,556,498,1407,35,240,1963,37.4285714285714,175.857142857143,275,213.285714285714,1054,29.4285714285714,178.714285714286,127,98
2021-03-10,1133474,24879,15948,5272,66,185,11,44,0,600,78,9133,1345,2582,5594,259,42914,196,44,3230,127,8994,5330,-58,5272,67,-1,66,31,0,31,4631,19,40030,11,8271,-7,310,75409,5707,7.56806216764577,7.2,560,481,1353,28,199,1913,34.4285714285714,179,227,213.428571428571,1041,33.5714285714286,182.428571428571,103,98
2021-03-11,1138796,24959,15998,5322,80,191,4,42,0,601,78,9175,1329,2593,5622,260,43070,195,42,3234,127,9036,5380,-58,5322,80,0,80,50,0,50,4806,57,40087,19,8290,-5,315,67236,5221,7.76518531738949,7.5,572,489,1353,50,191,1925,37.1428571428571,182.428571428571,241,219.571428571429,1061,33.8571428571429,178.285714285714,110,102
2021-03-12,1144822,25038,16024,6026,79,187,7,31,0,590,78,9206,1333,2606,5656,259,43238,194,31,3241,127,9067,6068,-42,6026,80,-1,79,27,-1,26,4997,47,40134,8,8298,0,309,64676,5571,8.6137052384192,8,576,501,1334,39,211,1910,37.1428571428571,186.142857142857,250,223.285714285714,1077,34.8571428571429,178.142857142857,107,104
2021-03-13,1151218,25096,16046,6396,58,162,8,36,0,579,78,9242,1295,2612,5665,277,43385,170,36,3249,127,9103,6446,-50,6396,60,-2,58,22,0,22,5150,54,40188,3,8301,-3,318,59878,4832,8.06974180834363,8.1,554,479,1321,44,224,1875,38.2857142857143,193,268,231.285714285714,1033,36.8571428571429,176.857142857143,104,109
2021-03-14,1157192,25154,16069,5974,58,157,6,43,0,585,78,9285,1323,2620,5670,294,43519,163,43,3255,127,9146,6012,-38,5974,58,0,58,24,-1,23,5356,28,40216,3,8304,-5,311,59501,4619,7.76289474126485,8.2,554,428,1368,37,191,1922,38,200.428571428571,228,238.428571428571,982,39.4285714285714,173.857142857143,96,115
2021-03-15,1162661,25202,16087,5469,48,217,3,45,0,601,78,9330,1444,2628,5711,279,43710,220,45,3258,127,9191,5549,-80,5469,52,-4,48,18,0,18,5588,20,40236,2,8306,-7,306,80680,5551,6.88026772434308,7.5,564,441,1455,46,177,2019,39.8571428571429,204.714285714286,223,244.571428571429,1005,39.8571428571429,174.142857142857,100,118
2021-03-16,1167563,25260,16119,4902,58,213,4,46,0,611,78,9376,1454,2642,5749,286,43894,217,46,3262,127,9237,4985,-83,4902,59,-1,58,32,0,32,5681,15,40251,15,8321,-6,290,80004,5915,7.39338033098345,7.3,586,473,1451,38,225,2037,40.2857142857143,202.571428571429,263,242.857142857143,1059,37.4285714285714,175.857142857143,108,115
2021-03-17,1173487,25330,16165,5924,70,190,9,38,0,589,78,9414,1439,2653,5781,287,44059,199,38,3271,127,9275,5974,-50,5924,70,0,70,47,-1,46,5773,40,40291,22,8343,-2,279,82885,6633,8.00265428002654,7.4,568,491,1424,36,194,1992,41.4285714285714,201.857142857143,230,243.285714285714,1059,34.4285714285714,179,120,113
2021-03-18,1179612,25402,16198,6125,72,233,8,53,0,598,77,9467,1479,2663,5814,281,44264,241,53,3279,127,9328,6187,-62,6125,73,-1,72,33,0,33,5889,61,40352,5,8348,-1,277,75276,6104,8.10882618630108,7.8,564,477,1436,29,205,2000,38.4285714285714,203.857142857143,234,242.285714285714,1041,37.1428571428571,182.428571428571,103,112
2021-03-19,1186987,25476,16244,7375,74,218,3,48,0,609,77,9515,1483,2672,5857,259,44455,221,48,3282,127,9376,7425,-50,7375,74,0,74,46,0,46,6083,47,40399,26,8374,-3,268,71553,6176,8.63136416362696,8.2,579,480,1462,46,237,2041,39.4285714285714,207.571428571429,283,247,1059,37.1428571428571,186.142857142857,106,112
2021-03-20,1194580,25539,16260,7593,63,171,2,37,0,615,78,9552,1430,2682,5866,272,44589,173,37,3284,127,9413,7668,-75,7593,63,0,63,18,-2,16,6257,22,40421,4,8378,-1,260,63713,5545,8.70309042110715,8.5,602,456,1445,54,268,2047,40.8571428571429,213.857142857143,322,254.714285714286,1058,38.2857142857143,193,107,111
2021-03-21,1201545,25607,16275,6965,68,194,3,54,0,636,78,9606,1480,2687,5869,289,44755,197,54,3287,127,9467,7025,-60,6965,70,-2,68,15,0,15,6402,47,40468,2,8380,-2,261,63497,5572,8.77521772682174,8.7,611,408,1462,31,194,2073,40,214.285714285714,225,254.285714285714,1019,38,200.428571428571,105,107
2021-03-22,1207806,25668,16290,6261,61,278,4,41,0,649,78,9647,1614,2696,5912,280,44998,282,41,3291,127,9508,6340,-79,6261,62,-1,61,15,0,15,6515,5,40473,2,8382,-10,253,86234,6644,7.70461766820512,8.3,638,443,1555,50,167,2193,40.5714285714286,212.857142857143,217,253.428571428571,1081,39.8571428571429,204.714285714286,102,104
2021-03-23,1213366,25747,16339,5560,79,220,11,40,0,642,78,9687,1582,2705,5952,270,45202,231,40,3302,127,9548,5636,-76,5560,79,0,79,49,0,49,6608,23,40496,10,8392,-3,239,88139,7043,7.99078727918402,8.1,623,475,1575,32,282,2198,39.7142857142857,221,314,260.714285714286,1098,40.2857142857143,202.571428571429,99,109
2021-03-24,1220945,25809,16371,7579,62,240,7,38,0,641,78,9725,1595,2711,5991,263,45419,247,38,3309,127,9586,7624,-45,7579,64,-2,62,31,1,32,6844,35,40531,6,8398,-2,232,89142,7398,8.29911826075251,8,625,483,1562,37,219,2187,39.8571428571429,224.571428571429,256,264.428571428571,1108,41.4285714285714,201.857142857143,96,111
2021-03-25,1228647,25901,16396,7702,92,242,7,60,0,661,78,9785,1592,2723,6024,270,45623,249,60,3316,127,9646,7740,-38,7702,93,-1,92,25,0,25,7065,30,40561,3,8401,-5,225,83497,7508,8.99193983017354,8.4,619,471,1573,34,249,2192,40.5714285714286,230.857142857143,283,271.428571428571,1090,38.4285714285714,203.857142857143,106,113
2021-03-26,1236209,25980,16421,7562,79,277,2,61,0,667,77,9846,1614,2733,6057,265,45851,279,61,3318,127,9707,7644,-82,7562,79,0,79,25,0,25,7097,23,40584,2,8403,-6,218,74969,6906,9.21180754711948,8.8,625,460,1596,44,240,2221,40.2857142857143,231.285714285714,284,271.571428571429,1085,39.4285714285714,207.571428571429,102,111
2021-03-27,1245007,26046,16450,8798,66,155,5,39,0,669,78,9885,1537,2738,6072,275,45982,160,39,3323,127,9746,8868,-70,8798,66,0,66,29,0,29,7268,57,40641,14,8417,-1,220,66020,5913,8.95637685549833,9.1,643,452,1595,51,296,2238,39.8571428571429,235.285714285714,347,275.142857142857,1095,40.8571428571429,213.857142857143,98,110
2021-03-28,1252437,26119,16465,7430,73,186,4,35,0,675,78,9921,1553,2745,6081,283,46140,190,35,3327,127,9781,7513,-83,7430,73,0,73,15,0,15,7338,15,40656,4,8421,-4,219,62313,5163,8.28559048673631,8.8,655,402,1593,41,182,2248,41.2857142857143,233.571428571429,223,274.857142857143,1057,40,214.285714285714,103,109
2021-03-29,1259155,26174,16475,6718,55,333,10,50,0,699,78,9971,1740,2755,6118,283,46441,343,50,3337,127,9831,6824,-106,6718,56,-1,55,10,0,10,7407,15,40671,3,8424,-8,213,87149,7247,8.31564332350343,8.5,675,431,1667,36,188,2342,39.2857142857143,236.571428571429,224,275.857142857143,1106,40.5714285714286,212.857142857143,97,111
2021-03-30,1264983,26240,16509,5828,66,243,5,50,0,700,78,10021,1722,2768,6157,281,46643,248,50,3342,127,9881,5909,-81,5828,66,0,66,36,-2,34,7446,18,40689,4,8428,-6,207,82182,7043,8.57000316370982,8.4,682,453,1728,50,293,2410,41.8571428571429,238.142857142857,343,280,1135,39.7142857142857,221,105,108
2021-03-31,1272616,26335,16538,7633,95,253,11,60,0,714,78,10081,1685,2781,6197,276,46853,264,60,3353,127,9941,7684,-51,7633,96,-1,95,29,0,29,7455,31,40720,4,8432,-2,209,78535,6846,8.71713248869931,8.5,681,439,1653,42,257,2334,42.5714285714286,243.571428571429,299,286.142857142857,1120,39.8571428571429,224.571428571429,107,108
2021-04-01,1280443,26401,16559,7827,66,259,4,47,0,709,78,10128,1692,2791,6230,269,47073,263,47,3357,127,9988,7882,-55,7827,67,-1,66,22,-1,21,7475,34,40754,2,8434,-6,204,72398,6732,9.29859940882345,8.8,688,433,1639,61,276,2327,46.4285714285714,247.428571428571,337,293.857142857143,1121,40.5714285714286,230.857142857143,114,107
2021-04-02,1287696,26491,16575,7253,90,230,7,68,1,743,78,10198,1626,2801,6271,255,47256,237,69,3364,128,10056,7296,-43,7253,91,-1,90,17,-1,16,7425,28,40782,4,8438,-3,201,66187,6033,9.11508302234578,9,705,419,1625,48,276,2330,47,252.571428571429,324,299.571428571429,1124,40.2857142857143,231.285714285714,117,109
2021-04-03,1295324,26558,16606,7628,67,163,4,47,0,752,78,10245,1530,2814,6296,259,47390,167,47,3368,128,10103,7682,-54,7628,68,-1,67,31,0,31,7256,14,40796,3,8441,-4,196,58176,5222,8.9762101210121,9.1,734,407,1614,54,243,2348,47.4285714285714,245,297,292.428571428571,1141,39.8571428571429,235.285714285714,119,104
2021-04-04,1302146,26617,16622,6822,59,205,4,54,0,766,78,10300,1545,2818,6310,284,47557,209,54,3372,128,10157,6918,-96,6822,60,-1,59,16,0,16,7171,26,40822,3,8444,-4,189,52203,4939,9.46114207995709,9.2,730,367,1587,53,177,2317,49.1428571428571,244.285714285714,230,293.428571428571,1097,41.2857142857143,233.571428571429,119,105
2021-04-05,1307466,26673,16629,5320,56,224,6,54,0,775,78,10354,1619,2825,6319,308,47753,230,54,3378,128,10211,5365,-45,5320,57,-1,56,8,-1,7,6962,18,40840,0,8444,-3,185,66002,5973,9.04972576588588,9.1,746,369,1628,58,205,2374,52.2857142857143,246.714285714286,263,299,1115,39.2857142857143,236.571428571429,133,104
2021-04-06,1313007,26777,16649,5541,104,276,6,56,0,791,78,10410,1725,2839,6359,303,48007,282,56,3384,128,10267,5592,-51,5541,105,-1,104,20,0,20,6917,24,40864,2,8446,-1,184,84763,7121,8.40107122211342,8.9,750,387,1748,44,207,2498,51.4285714285714,234.428571428571,251,285.857142857143,1137,41.8571428571429,238.142857142857,123,98
2021-04-07,1319353,26917,16672,6346,140,238,9,68,1,812,78,10479,1709,2851,6396,298,48208,247,69,3393,129,10335,6409,-63,6346,140,0,140,23,0,23,6735,31,40895,6,8452,1,188,81402,7375,9.05997395641385,8.8,776,429,1782,57,285,2558,53.5714285714286,238.428571428571,342,292,1205,42.5714285714286,243.571428571429,126,98
2021-04-08,1327136,26987,16691,7783,70,239,9,46,0,813,78,10525,1677,2866,6451,281,48417,248,46,3402,129,10381,7833,-50,7783,71,-1,70,19,0,19,6728,26,40921,3,8455,0,195,74131,7111,9.59247818051827,9,798,435,1727,57,269,2525,53,237.428571428571,326,290.428571428571,1233,46.4285714285714,247.428571428571,114,96
2021-04-09,1334771,27092,16731,7635,105,288,6,55,0,815,78,10580,1692,2881,6483,296,48674,294,55,3408,129,10436,7716,-81,7635,106,-1,105,41,-1,40,6788,9,40930,10,8465,-4,177,65889,6913,10.4918878720272,9.7,784,421,1711,45,262,2495,52.5714285714286,235.428571428571,307,288,1205,47,252.571428571429,112,93
2021-04-10,1342447,27148,16754,7676,56,200,2,53,0,804,78,10633,1599,2893,6502,318,48848,202,53,3410,129,10489,7725,-49,7676,57,-1,56,23,0,23,6794,24,40954,1,8466,-4,174,57945,6882,11.8767797048926,10.6,787,404,1704,53,304,2491,52.4285714285714,244.142857142857,357,296.571428571429,1191,47.4285714285714,245,111,100
2021-04-11,1350665,27239,16771,8218,91,195,6,58,0,808,78,10691,1614,2908,6509,341,49015,201,58,3416,129,10547,8288,-70,8218,92,-1,91,17,0,17,6990,39,40993,2,8468,-1,181,58776,5803,9.87307744657683,10.7,788,375,1729,45,218,2517,51.2857142857143,250,263,301.285714285714,1163,49.1428571428571,244.285714285714,104,102
2021-04-12,1357340,27307,16791,6675,68,232,9,49,0,812,78,10740,1686,2924,6548,341,49214,241,49,3425,129,10596,6757,-82,6675,68,0,68,20,0,20,7189,29,41022,3,8471,-6,182,77922,7498,9.62244295577629,10.4,794,387,1788,45,226,2582,49.4285714285714,253,271,302.428571428571,1181,52.2857142857143,246.714285714286,95,103
2021-04-13,1364025,27385,16822,6685,78,219,4,45,0,799,78,10785,1631,2937,6592,329,49400,223,45,3429,129,10641,6797,-112,6685,80,-2,78,31,0,31,7361,21,41043,4,8475,-2,178,77378,7365,9.51820931013983,9.7,794,454,1760,45,261,2554,49.5714285714286,260.714285714286,306,310.285714285714,1248,51.4285714285714,234.428571428571,96,111
2021-04-14,1369411,27461,16848,5386,76,243,4,55,0,806,77,10840,1601,2952,6638,318,49607,247,55,3433,129,10696,5503,-117,5386,79,-3,76,28,-2,26,7231,18,41061,1,8476,-5,178,82138,7460,9.08227616937349,9.4,784,430,1715,46,228,2499,48,252.571428571429,274,300.571428571429,1214,53.5714285714286,238.428571428571,90,106
2021-04-15,1378145,27551,16861,8734,90,231,8,63,0,821,77,10903,1578,2970,6674,320,49808,239,63,3441,129,10759,8797,-63,8734,91,-1,90,14,-1,13,7369,20,41081,0,8476,1,179,73248,7742,10.5695718654434,9.7,789,421,1688,39,232,2477,45.4285714285714,247.285714285714,271,292.714285714286,1210,53,237.428571428571,86,104
2021-04-16,1387043,27598,16873,8898,47,252,5,53,0,816,77,10957,1612,2982,6729,296,50033,257,53,3446,129,10812,8966,-68,8898,47,0,47,12,0,12,7548,21,41102,2,8478,-2,178,65711,7547,11.485139474365,10.3,792,426,1698,51,242,2490,46.2857142857143,244.428571428571,293,290.714285714286,1218,52.5714285714286,235.428571428571,88,104
2021-04-17,1395328,27681,16904,8285,83,203,5,54,0,823,77,11011,1538,2996,6747,317,50202,208,54,3451,129,10866,8336,-51,8285,83,0,83,31,0,31,7635,25,41127,3,8481,0,178,58205,6371,10.9457950347908,11,802,413,1626,60,271,2428,47.2857142857143,239.714285714286,331,287,1215,52.4285714285714,244.142857142857,90,98
2021-04-18,1403833,27749,16916,8505,68,210,4,55,0,827,77,11066,1571,3004,6754,347,50374,214,55,3455,129,10921,8600,-95,8505,68,0,68,12,0,12,7679,25,41152,0,8481,-2,182,59064,6071,10.2786807530814,10.9,808,377,1670,56,228,2478,48.8571428571429,241.142857142857,284,290,1185,51.2857142857143,250,95,96
2021-04-19,1410950,27844,16938,7117,95,329,5,67,0,849,78,11133,1765,3019,6794,355,50658,334,67,3460,129,10988,7187,-70,7117,96,-1,95,22,0,22,7741,9,41161,2,8483,-6,176,82599,8297,10.0449157980121,10.4,813,394,1731,44,188,2544,48.7142857142857,235.714285714286,232,284.428571428571,1207,49.4285714285714,253,99,93
2021-04-20,1417772,27902,16965,6822,58,277,10,52,0,836,78,11185,1774,3030,6844,335,50905,287,52,3470,129,11040,6871,-49,6822,59,-1,58,27,0,27,7751,17,41178,3,8486,-2,172,79721,8373,10.5028787897794,10.3,823,425,1830,58,327,2653,50.5714285714286,245.142857142857,385,295.714285714286,1248,49.5714285714286,260.714285714286,102,94
2021-04-21,1426243,27980,16983,8471,78,274,4,54,0,846,78,11239,1772,3043,6882,328,51140,278,54,3474,129,11094,8530,-59,8471,79,-1,78,18,0,18,8184,34,41212,5,8491,-4,174,82201,8345,10.1519446235447,10.2,822,428,1792,47,296,2614,50.7142857142857,254.857142857143,343,305.571428571429,1250,48,252.571428571429,106,101
2021-04-22,1435854,28063,17002,9611,83,229,6,46,0,846,78,11285,1771,3056,6933,318,51338,235,46,3480,129,11140,9648,-37,9611,83,0,83,20,-1,19,8305,17,41229,5,8496,-6,172,71581,7775,10.8618208742543,10.5,839,419,1843,37,289,2682,50.4285714285714,263,326,313.428571428571,1258,45.4285714285714,247.285714285714,111,106
2021-04-23,1445064,28161,17016,9210,98,252,12,65,0,860,78,11350,1743,3074,6984,315,51553,264,65,3492,129,11205,9292,-82,9210,101,-3,98,14,0,14,8352,29,41258,3,8499,-1,173,60125,6860,11.4095634095634,10.7,837,441,1776,49,237,2613,50.1428571428571,262.285714285714,286,312.428571428571,1278,46.2857142857143,244.428571428571,108,107
2021-04-24,1453124,28218,17038,8060,57,197,4,52,0,845,77,11402,1622,3083,6999,336,51719,201,52,3496,129,11257,8123,-63,8060,58,-1,57,22,0,22,8322,23,41281,3,8502,-5,170,55879,6077,10.8752840959931,11,816,413,1698,49,273,2514,48.5714285714286,262.571428571429,322,311.142857142857,1229,47.2857142857143,239.714285714286,103,110
2021-04-25,1461137,28299,17049,8013,81,222,3,44,0,843,78,11446,1651,3093,7021,361,51907,225,44,3499,129,11301,8079,-66,8013,81,0,81,11,0,11,8247,25,41306,1,8503,1,176,55270,5703,10.318436764972,10.9,841,381,1691,48,207,2532,47.4285714285714,259.571428571429,255,307,1222,48.8571428571429,241.142857142857,97,108
2021-04-26,1467337,28367,17062,6200,68,327,5,61,0,844,77,11507,1817,3103,7077,351,52188,332,61,3504,129,11362,6257,-57,6200,68,0,68,13,0,13,8114,9,41315,1,8504,-4,173,68445,7452,10.887573964497,10.7,813,404,1759,35,212,2572,46.1428571428571,263,247,309.142857142857,1217,48.7142857142857,235.714285714286,95,112
2021-04-27,1472674,28445,17093,5337,78,182,6,54,0,843,77,11561,1729,3114,7101,365,52336,188,54,3510,129,11416,5373,-36,5337,80,-2,78,31,0,31,7900,25,41340,7,8511,-4,165,54937,6689,12.1757649671442,11.1,820,420,1777,57,335,2597,46,264.142857142857,392,310.142857142857,1240,50.5714285714286,245.142857142857,91,108
2021-04-28,1481323,28517,17104,8649,72,329,4,49,0,839,77,11610,1860,3130,7146,364,52633,333,49,3514,129,11465,8713,-64,8649,76,-4,72,11,0,11,7926,16,41356,0,8511,-3,167,68215,7308,10.7131862493586,11.2,814,406,1797,42,232,2611,45.2857142857143,255,274,300.285714285714,1220,50.7142857142857,254.857142857143,89,100
2021-04-29,1488594,28580,17124,7271,63,281,3,67,0,845,77,11677,1892,3142,7190,364,52863,284,67,3517,129,11532,7344,-73,7271,65,-2,63,20,0,20,7597,31,41387,3,8514,-3,171,64869,7199,11.0977508517165,11.3,813,440,1891,42,296,2704,46,256,338,302,1253,50.4285714285714,263,91,97
2021-04-30,1496352,28658,17148,7758,78,253,4,50,0,838,77,11727,1877,3157,7241,353,53077,257,50,3521,129,11582,7830,-72,7758,79,-1,78,22,2,24,7388,31,41418,2,8516,0,175,58874,7514,12.7628494751503,11.5,807,423,1899,48,311,2706,45.8571428571429,266.571428571429,359,312.428571428571,1230,50.1428571428571,262.285714285714,91,102
2021-05-01,1502107,28760,17169,5755,102,177,0,38,0,822,77,11765,1747,3169,7259,358,53224,177,38,3521,129,11620,5836,-81,5755,102,0,102,21,0,21,7062,-1,41417,3,8519,-9,166,47903,6111,12.757029831117,12.1,811,403,1827,60,260,2638,47.4285714285714,264.714285714286,320,312.142857142857,1214,48.5714285714286,262.571428571429,98,101
2021-05-02,1507615,28784,17172,5508,24,183,4,68,0,855,78,11833,1703,3192,7274,377,53366,187,68,3525,129,11688,5534,-26,5508,24,0,24,3,0,3,6698,17,41434,0,8519,0,164,46533,5855,12.5824683557905,12.7,804,366,1796,40,174,2600,46.2857142857143,260,214,306.285714285714,1170,47.4285714285714,259.571428571429,98,100
2021-05-03,1516802,28875,17189,9187,91,275,5,51,0,852,78,11884,1809,3205,7323,367,53608,280,51,3530,129,11739,9263,-76,9187,94,-3,91,17,0,17,7128,21,41455,1,8520,1,165,60919,7193,11.8074820663504,12.3,825,366,1817,47,210,2642,48,259.714285714286,257,307.714285714286,1191,46.1428571428571,263,104,99
2021-05-04,1524527,28958,17221,7725,83,228,3,51,0,853,77,11935,1756,3220,7378,353,53799,231,51,3533,129,11790,7830,-105,7725,85,-2,83,32,0,32,7479,29,41484,4,8524,1,168,55729,6563,11.7766333506792,12,818,408,1795,47,272,2613,46.5714285714286,250.714285714286,319,297.285714285714,1226,46,264.142857142857,101,95
2021-05-05,1531800,29045,17245,7273,87,194,5,43,1,839,78,11980,1639,3238,7398,377,53960,199,44,3538,130,11833,7336,-63,7273,87,0,87,24,0,24,7282,18,41502,4,8528,-7,158,57824,7039,12.1731460985058,11.9,830,406,1715,47,244,2545,47.2857142857143,252.428571428571,291,299.714285714286,1236,45.2857142857143,255,104,99
2021-05-06,1538589,29117,17269,6789,72,217,5,44,0,819,78,12024,1662,3252,7440,378,54141,222,44,3543,130,11877,6861,-72,6789,72,0,72,24,0,24,7213,35,41537,2,8530,-1,166,52452,6457,12.3103027529932,12.1,807,409,1744,41,218,2551,47.1428571428571,241.285714285714,259,288.428571428571,1216,46,256,102,94
2021-05-07,1546070,29183,17290,7481,66,233,4,47,0,808,78,12071,1676,3265,7493,367,54339,237,47,3547,130,11924,7575,-94,7481,66,0,66,22,-1,21,7176,18,41555,1,8531,0,164,48935,6089,12.4430366813119,12.3,797,403,1724,44,243,2521,46.5714285714286,231.571428571429,287,278.142857142857,1200,45.8571428571429,266.571428571429,102,87
2021-05-08,1553469,29255,17319,7399,72,151,5,38,0,789,77,12109,1559,3281,7510,380,54466,156,38,3552,130,11962,7521,-122,7399,73,-1,72,29,0,29,7417,19,41574,6,8537,-7,158,41604,5249,12.6165753292953,12.4,778,406,1700,37,264,2478,43.2857142857143,232.142857142857,301,275.428571428571,1184,47.4285714285714,264.714285714286,91,88
2021-05-09,1560022,29315,17323,6553,60,163,3,36,0,780,77,12145,1533,3294,7523,407,54601,166,36,3555,130,11998,6704,-151,6553,60,0,60,4,0,4,7584,7,41581,-1,8536,-4,154,35549,4763,13.3984078314439,12.8,767,395,1668,24,175,2435,41,232.285714285714,199,273.285714285714,1162,46.2857142857143,260,89,89
2021-05-10,1565880,29391,17340,5858,76,250,4,36,0,762,78,12181,1634,3308,7570,398,54823,254,36,3559,130,12034,5910,-52,5858,76,0,76,17,0,17,7105,20,41601,1,8537,-3,156,49490,6426,12.984441301273,13,757,385,1730,38,183,2487,39.7142857142857,228.428571428571,221,268.142857142857,1142,48,259.714285714286,83,88
2021-05-11,1571398,29481,17383,5518,90,188,3,41,0,751,78,12222,1576,3316,7636,370,54978,191,41,3562,130,12075,5586,-68,5518,90,0,90,44,-1,43,6785,17,41618,5,8542,-2,153,45168,5559,12.30738575983,12.9,748,444,1732,29,255,2480,37.1428571428571,226,284,263.142857142857,1192,46.5714285714286,250.714285714286,80,90
2021-05-12,1577754,29552,17399,6356,71,173,4,40,0,742,78,12262,1507,3328,7685,348,55126,177,40,3566,130,12115,6422,-66,6356,71,0,71,16,0,16,6654,23,41641,3,8545,-2,155,42235,5443,12.8874156505268,12.7,738,477,1607,40,209,2345,36.1428571428571,221,249,257.142857142857,1215,47.2857142857143,252.428571428571,76,88
2021-05-13,1583767,29599,17413,6013,47,145,2,28,0,728,78,12290,1387,3333,7701,360,55250,147,28,3568,130,12143,6088,-75,6013,49,-2,47,14,0,14,6544,27,41668,1,8546,-4,144,34789,4495,12.9207508120383,12.7,733,422,1498,35,205,2231,35.2857142857143,219.142857142857,240,254.428571428571,1155,47.1428571428571,241.285714285714,75,91
2021-05-14,1589282,29648,17423,5515,49,207,2,33,0,727,78,12323,1457,3350,7749,349,55430,209,33,3570,130,12176,5608,-93,5515,49,0,49,10,0,10,6263,17,41685,0,8546,-2,147,36614,4197,11.462828426285,12.4,728,414,1522,22,141,2250,32.1428571428571,204.571428571429,163,236.714285714286,1142,46.5714285714286,231.571428571429,69,88
2021-05-15,1593728,29707,17436,4446,59,139,3,33,0,706,78,12356,1341,3361,7764,370,55546,142,33,3573,130,12209,4520,-74,4446,59,0,59,13,0,13,5834,27,41712,5,8551,-1,148,32025,3720,11.615925058548,12,710,442,1473,40,220,2183,32.5714285714286,198.285714285714,260,230.857142857143,1152,43.2857142857143,232.142857142857,75,85
2021-05-16,1598164,29765,17449,4436,58,129,7,26,0,684,78,12382,1321,3368,7774,392,55662,136,26,3580,130,12235,4494,-58,4436,58,0,58,13,0,13,5518,15,41727,1,8552,-3,150,32555,3441,10.5698049454769,11.2,686,429,1466,26,137,2152,32.8571428571429,192.857142857143,163,225.714285714286,1115,41,232.285714285714,80,83
2021-05-17,1600993,29801,17456,2829,36,189,6,39,0,685,78,12421,1408,3381,7822,387,55823,195,39,3586,130,12274,2904,-75,2829,36,0,36,7,0,7,5089,14,41741,1,8553,-3,146,45126,4885,10.8252448699198,11,681,427,1502,23,115,2183,30.7142857142857,183.142857142857,138,213.857142857143,1108,39.7142857142857,228.428571428571,77,80
2021-05-18,1606319,29857,17473,5326,56,155,5,34,0,659,78,12455,1360,3392,7875,366,55954,160,34,3591,130,12308,5396,-70,5326,56,0,56,17,0,17,5062,22,41763,4,8557,-3,141,37632,4371,11.6151147959184,11,646,476,1503,33,199,2149,31.2857142857143,175.142857142857,232,206.428571428571,1122,37.1428571428571,226,84,77
2021-05-19,1610868,29909,17488,4549,52,135,3,25,0,640,77,12480,1258,3400,7922,348,56065,138,25,3594,130,12333,4613,-64,4549,53,-1,52,15,0,15,4803,20,41783,4,8561,-2,137,36008,4112,11.4196845145523,11.3,637,479,1365,29,158,2002,29.7142857142857,167.857142857143,187,197.571428571429,1116,36.1428571428571,221,82,76
2021-05-20,1615500,29969,17506,4632,60,145,11,23,0,623,77,12503,1215,3414,7963,333,56198,156,23,3605,130,12356,4688,-56,4632,61,-1,60,18,0,18,4603,13,41796,4,8565,-1,133,34105,3437,10.0777012168304,11.1,621,486,1278,21,138,1899,27.7142857142857,158.285714285714,159,186,1107,35.2857142857143,219.142857142857,79,72
2021-05-21,1619648,30009,17518,4148,40,138,3,23,0,607,77,12526,1175,3418,8015,303,56313,141,23,3608,130,12379,4219,-71,4148,40,0,40,12,0,12,4405,12,41808,4,8569,0,131,32206,3138,9.74352605104639,10.4,608,475,1214,24,135,1822,28,157.428571428571,159,185.428571428571,1083,32.1428571428571,204.571428571429,87,77
